2023-10-09 11:46:55.224 INFO  org.hibernate.validator.internal.util.Version     :21   [32m                  [0;39m HV000001: Hibernate Validator 8.0.0.Final
2023-10-09 12:25:03.965 INFO  top.chen.share.common.aspect.LogAspect            :57   [32m1696825503964nq4  [0;39m 类名方法：top.chen.share.user.controller.UserController,login
2023-10-09 12:25:03.965 INFO  top.chen.share.common.aspect.LogAspect            :58   [32m1696825503964nq4  [0;39m 远程地址：127.0.0.1
2023-10-09 12:25:03.965 INFO  top.chen.share.common.aspect.LogAspect            :79   [32m1696825503964nq4  [0;39m 请求参数：[{}]
2023-10-09 12:25:03.967 DEBUG top.chen.share.user.mapper.UserMapper.selectList  :137  [32m1696825503964nq4  [0;39m ==>  Preparing: SELECT id,phone,password,nickname,roles,avatar_url,bonus,create_time,update_time FROM user WHERE (phone = ?)
2023-10-09 12:25:03.967 DEBUG top.chen.share.user.mapper.UserMapper.selectList  :137  [32m1696825503964nq4  [0;39m ==> Parameters: 13951905171(String)
2023-10-09 12:25:03.969 DEBUG top.chen.share.user.mapper.UserMapper.selectList  :137  [32m1696825503964nq4  [0;39m <==      Total: 1
2023-10-09 12:25:03.971 INFO  top.chen.share.common.util.JwtUtil                :42   [32m1696825503964nq4  [0;39m 生成 JWT token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE2OTY4MjU1MDMsInBob25lIjoiMTM5NTE5MDUxNzEiLCJpZCI6MSwiZXhwIjoxNjk2OTk4MzAzLCJpYXQiOjE2OTY4MjU1MDN9.O6ekUaoVApvMzPmYSw9Odxmsa-4vsXsCDYU4VK_HzlI
2023-10-09 12:25:03.972 INFO  top.chen.share.common.aspect.LogAspect            :91   [32m1696825503964nq4  [0;39m 返回结果：{"data":{"token":"eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE2OTY4MjU1MDMsInBob25lIjoiMTM5NTE5MDUxNzEiLCJpZCI6MSwiZXhwIjoxNjk2OTk4MzAzLCJpYXQiOjE2OTY4MjU1MDN9.O6ekUaoVApvMzPmYSw9Odxmsa-4vsXsCDYU4VK_HzlI","user":{"avatarUrl":"https://i2.100024.xyz/2023/01/26/3e727b.webp","bonus":620,"createTime":1694838230000,"id":1,"nickname":"ccen","roles":"admin","updateTime":1694852630000}},"success":true}
2023-10-09 12:25:03.972 INFO  top.chen.share.common.aspect.LogAspect            :92   [32m1696825503964nq4  [0;39m --------------------结束 耗时：8 ms --------------------
2023-10-09 12:25:38.916 INFO  top.chen.share.common.aspect.LogAspect            :55   [32m16968255389159wf  [0;39m --------------------开始--------------------
2023-10-09 12:25:38.916 INFO  top.chen.share.common.aspect.LogAspect            :56   [32m16968255389159wf  [0;39m 请求地址：http://127.0.0.1:8001/user-service/user/login POST
2023-10-09 12:25:38.916 INFO  top.chen.share.common.aspect.LogAspect            :57   [32m16968255389159wf  [0;39m 类名方法：top.chen.share.user.controller.UserController,login
2023-10-09 12:25:38.916 INFO  top.chen.share.common.aspect.LogAspect            :58   [32m16968255389159wf  [0;39m 远程地址：127.0.0.1
2023-10-09 12:25:38.917 INFO  top.chen.share.common.aspect.LogAspect            :79   [32m16968255389159wf  [0;39m 请求参数：[{}]
2023-10-09 12:25:38.918 DEBUG top.chen.share.user.mapper.UserMapper.selectList  :137  [32m16968255389159wf  [0;39m ==>  Preparing: SELECT id,phone,password,nickname,roles,avatar_url,bonus,create_time,update_time FROM user WHERE (phone = ?)
2023-10-09 12:25:38.918 DEBUG top.chen.share.user.mapper.UserMapper.selectList  :137  [32m16968255389159wf  [0;39m ==> Parameters: 13951905171(String)
2023-10-09 12:25:38.919 DEBUG top.chen.share.user.mapper.UserMapper.selectList  :137  [32m16968255389159wf  [0;39m <==      Total: 1
2023-10-09 12:25:38.920 INFO  top.chen.share.common.util.JwtUtil                :42   [32m16968255389159wf  [0;39m 生成 JWT token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE2OTY4MjU1MzgsInBob25lIjoiMTM5NTE5MDUxNzEiLCJpZCI6MSwiZXhwIjoxNjk2OTk4MzM4LCJpYXQiOjE2OTY4MjU1Mzh9.Ji3QkhRM54amIo6cbIEhDNaEPMjH2KGvrvXuFRk597Y
2023-10-09 12:25:38.920 INFO  top.chen.share.common.aspect.LogAspect            :91   [32m16968255389159wf  [0;39m 返回结果：{"data":{"token":"eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE2OTY4MjU1MzgsInBob25lIjoiMTM5NTE5MDUxNzEiLCJpZCI6MSwiZXhwIjoxNjk2OTk4MzM4LCJpYXQiOjE2OTY4MjU1Mzh9.Ji3QkhRM54amIo6cbIEhDNaEPMjH2KGvrvXuFRk597Y","user":{"avatarUrl":"https://i2.100024.xyz/2023/01/26/3e727b.webp","bonus":620,"createTime":1694838230000,"id":1,"nickname":"ccen","roles":"admin","updateTime":1694852630000}},"success":true}
2023-10-09 12:25:38.920 INFO  top.chen.share.common.aspect.LogAspect            :92   [32m16968255389159wf  [0;39m --------------------结束 耗时：4 ms --------------------
2023-10-09 12:26:57.971 INFO  top.chen.share.common.aspect.LogAspect            :55   [32m1696825617970kal  [0;39m --------------------开始--------------------
2023-10-09 12:26:57.971 INFO  top.chen.share.common.aspect.LogAspect            :56   [32m1696825617970kal  [0;39m 请求地址：http://127.0.0.1:8001/user-service/user/login POST
2023-10-09 12:26:57.971 INFO  top.chen.share.common.aspect.LogAspect            :57   [32m1696825617970kal  [0;39m 类名方法：top.chen.share.user.controller.UserController,login
2023-10-09 12:26:57.971 INFO  top.chen.share.common.aspect.LogAspect            :58   [32m1696825617970kal  [0;39m 远程地址：127.0.0.1
2023-10-09 12:26:57.972 INFO  top.chen.share.common.aspect.LogAspect            :79   [32m1696825617970kal  [0;39m 请求参数：[{}]
2023-10-09 12:26:57.974 DEBUG top.chen.share.user.mapper.UserMapper.selectList  :137  [32m1696825617970kal  [0;39m ==>  Preparing: SELECT id,phone,password,nickname,roles,avatar_url,bonus,create_time,update_time FROM user WHERE (phone = ?)
2023-10-09 12:26:57.974 DEBUG top.chen.share.user.mapper.UserMapper.selectList  :137  [32m1696825617970kal  [0;39m ==> Parameters: 13951905171(String)
2023-10-09 12:26:57.975 DEBUG top.chen.share.user.mapper.UserMapper.selectList  :137  [32m1696825617970kal  [0;39m <==      Total: 1
2023-10-09 12:26:57.976 INFO  top.chen.share.common.util.JwtUtil                :42   [32m1696825617970kal  [0;39m 生成 JWT token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE2OTY4MjU2MTcsInBob25lIjoiMTM5NTE5MDUxNzEiLCJpZCI6MSwiZXhwIjoxNjk2OTk4NDE3LCJpYXQiOjE2OTY4MjU2MTd9.JTNqQ9HLN6rGGz2ytNqJgsiGkS6gV8HBaY1FfQPozZc
2023-10-09 12:26:57.977 INFO  top.chen.share.common.aspect.LogAspect            :91   [32m1696825617970kal  [0;39m 返回结果：{"data":{"token":"eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE2OTY4MjU2MTcsInBob25lIjoiMTM5NTE5MDUxNzEiLCJpZCI6MSwiZXhwIjoxNjk2OTk4NDE3LCJpYXQiOjE2OTY4MjU2MTd9.JTNqQ9HLN6rGGz2ytNqJgsiGkS6gV8HBaY1FfQPozZc","user":{"avatarUrl":"https://i2.100024.xyz/2023/01/26/3e727b.webp","bonus":620,"createTime":1694838230000,"id":1,"nickname":"ccen","roles":"admin","updateTime":1694852630000}},"success":true}
2023-10-09 12:26:57.977 INFO  top.chen.share.common.aspect.LogAspect            :92   [32m1696825617970kal  [0;39m --------------------结束 耗时：6 ms --------------------
2023-10-09 12:27:17.615 INFO  com.zaxxer.hikari.HikariDataSource                :350  [32m                  [0;39m HikariPool-1 - Shutdown initiated...
2023-10-09 12:27:17.631 INFO  com.zaxxer.hikari.HikariDataSource                :352  [32m                  [0;39m HikariPool-1 - Shutdown completed.
